id,categories
268,MEDICATION RELATED
269,REFILL
270,MEDICATION RELATED
271,OTHERS
272,MEDICATION RELATED
273,MEDICATION RELATED
274,PRIOR AUTHORIZATION
275,QUERIES FROM PHARMACY
276,"SHARING OF HEALTH RECORDS (FAX, E-MAIL, ETC.)"
277,MEDICATION RELATED
278,LAB RESULTS
279,QUERIES FROM PHARMACY
280,NEW APPOINTMENT
281,NEW APPOINTMENT
282,OTHERS
283,OTHERS
284,"SHARING OF HEALTH RECORDS (FAX, E-MAIL, ETC.)"
285,PROVIDER
286,OTHERS
287,REFILL
288,NEW APPOINTMENT
289,MEDICATION RELATED
290,LAB RESULTS
291,MEDICATION RELATED
292,REFILL
293,PROVIDER
294,REFILL
295,MEDICATION RELATED
296,PROVIDER
297,QUERIES FROM PHARMACY
298,"SHARING OF HEALTH RECORDS (FAX, E-MAIL, ETC.)"
299,PRIOR AUTHORIZATION
300,REFILL
301,MEDICATION RELATED
302,LAB RESULTS
303,RESCHEDULING
304,REFILL
305,REFILL
306,QUERIES FROM PHARMACY
307,LAB RESULTS
308,REFILL
309,REFILL
310,OTHERS
311,MEDICATION RELATED
312,OTHERS
313,NEW APPOINTMENT
314,OTHERS
315,NEW APPOINTMENT
316,REFILL
317,RESCHEDULING
318,MEDICATION RELATED
319,NEW APPOINTMENT
320,MEDICATION RELATED
321,OTHERS
322,MEDICATION RELATED
323,NEW APPOINTMENT
324,RESCHEDULING
325,NEW APPOINTMENT
326,MEDICATION RELATED
327,REFILL
328,"SHARING OF HEALTH RECORDS (FAX, E-MAIL, ETC.)"
329,NEW APPOINTMENT
330,MEDICATION RELATED
331,OTHERS
332,PROVIDER
333,MEDICATION RELATED
334,"SHARING OF HEALTH RECORDS (FAX, E-MAIL, ETC.)"
335,MEDICATION RELATED
336,PROVIDER
337,REFILL
338,NEW APPOINTMENT
339,OTHERS
340,"SHARING OF HEALTH RECORDS (FAX, E-MAIL, ETC.)"
341,MEDICATION RELATED
342,REFILL
343,REFILL
344,NEW APPOINTMENT
345,"SHARING OF LAB RECORDS (FAX, E-MAIL, ETC.)"
346,REFILL
347,MEDICATION RELATED
348,QUERIES FROM PHARMACY
349,MEDICATION RELATED
350,REFILL
351,LAB RESULTS
352,OTHERS
353,MEDICATION RELATED
354,MEDICATION RELATED
355,MEDICATION RELATED
356,PRIOR AUTHORIZATION
357,REFILL
358,NEW APPOINTMENT
359,"SHARING OF HEALTH RECORDS (FAX, E-MAIL, ETC.)"
360,LAB RESULTS
361,NEW APPOINTMENT
362,MEDICATION RELATED
363,REFILL
364,REFILL
365,OTHERS
366,"SHARING OF HEALTH RECORDS (FAX, E-MAIL, ETC.)"
367,PRIOR AUTHORIZATION
368,OTHERS
369,"SHARING OF HEALTH RECORDS (FAX, E-MAIL, ETC.)"
370,OTHERS
371,NEW APPOINTMENT
372,"SHARING OF HEALTH RECORDS (FAX, E-MAIL, ETC.)"
373,PROVIDER
374,OTHERS
375,PROVIDER
376,MEDICATION RELATED
377,MEDICATION RELATED
378,REFILL
379,MEDICATION RELATED
380,REFILL
381,REFILL
382,NEW APPOINTMENT
383,MEDICATION RELATED
384,NEW APPOINTMENT
385,REFILL
386,REFILL
387,MEDICATION RELATED
388,CANCELLATION
389,NEW APPOINTMENT
390,NEW APPOINTMENT
391,REFILL
392,OTHERS
393,OTHERS
394,MEDICATION RELATED
395,OTHERS
396,NEW APPOINTMENT
397,OTHERS
398,NEW APPOINTMENT
399,QUERY ON CURRENT APPOINTMENT
400,REFILL
401,NEW APPOINTMENT
402,REFILL
403,NEW APPOINTMENT
404,NEW APPOINTMENT
405,NEW APPOINTMENT
406,QUERIES FROM PHARMACY
407,MEDICATION RELATED
408,NEW APPOINTMENT
409,OTHERS
410,NEW APPOINTMENT
411,OTHERS
412,"SHARING OF HEALTH RECORDS (FAX, E-MAIL, ETC.)"
413,MEDICATION RELATED
414,MEDICATION RELATED
415,PROVIDER
416,MEDICATION RELATED
417,"SHARING OF HEALTH RECORDS (FAX, E-MAIL, ETC.)"
418,LAB RESULTS
419,MEDICATION RELATED
420,OTHERS
421,MEDICATION RELATED
422,REFILL
423,NEW APPOINTMENT
424,"SHARING OF LAB RECORDS (FAX, E-MAIL, ETC.)"
425,NEW APPOINTMENT
426,REFILL
427,MEDICATION RELATED
428,MEDICATION RELATED
429,NEW APPOINTMENT
430,PROVIDER
431,SYMPTOMS
432,NEW APPOINTMENT
433,LAB RESULTS
434,"SHARING OF HEALTH RECORDS (FAX, E-MAIL, ETC.)"
435,NEW APPOINTMENT
436,MEDICATION RELATED
437,NEW APPOINTMENT
438,CHANGE OF PROVIDER
439,"SHARING OF HEALTH RECORDS (FAX, E-MAIL, ETC.)"
440,OTHERS
441,REFILL
442,OTHERS
443,REFILL
444,MEDICATION RELATED
445,MEDICATION RELATED
446,REFILL
447,LAB RESULTS
448,MEDICATION RELATED
449,NEW APPOINTMENT
450,PROVIDER
451,MEDICATION RELATED
452,REFILL
453,NEW APPOINTMENT
454,CANCELLATION
455,QUERIES FROM PHARMACY
456,NEW APPOINTMENT
457,"SHARING OF LAB RECORDS (FAX, E-MAIL, ETC.)"
458,REFILL
459,CHANGE OF PROVIDER
460,"SHARING OF HEALTH RECORDS (FAX, E-MAIL, ETC.)"
461,RESCHEDULING
462,NEW APPOINTMENT
463,"SHARING OF LAB RECORDS (FAX, E-MAIL, ETC.)"
464,NEW APPOINTMENT
465,NEW APPOINTMENT
466,REFILL
467,MEDICATION RELATED
468,"SHARING OF LAB RECORDS (FAX, E-MAIL, ETC.)"
469,NEW APPOINTMENT
470,SYMPTOMS
471,MEDICATION RELATED
472,MEDICATION RELATED
473,REFILL
474,QUERIES FROM PHARMACY
475,OTHERS
476,OTHERS
477,MEDICATION RELATED
478,OTHERS
479,NEW APPOINTMENT
480,PROVIDER
481,RESCHEDULING
482,REFILL
483,"SHARING OF LAB RECORDS (FAX, E-MAIL, ETC.)"
484,MEDICATION RELATED
485,REFILL
486,NEW APPOINTMENT
487,NEW APPOINTMENT
488,MEDICATION RELATED
489,OTHERS
490,REFILL
491,MEDICATION RELATED
492,NEW APPOINTMENT
493,REFILL
494,REFILL
495,NEW APPOINTMENT
496,CANCELLATION
497,NEW APPOINTMENT
498,REFILL
499,QUERIES FROM PHARMACY
500,REFILL
501,MEDICATION RELATED
502,RESCHEDULING
503,"SHARING OF HEALTH RECORDS (FAX, E-MAIL, ETC.)"
504,MEDICATION RELATED
505,REFILL
506,NEW APPOINTMENT
507,OTHERS
508,PROVIDER
509,MEDICATION RELATED
510,MEDICATION RELATED
511,OTHERS
512,PROVIDER
513,MEDICATION RELATED
514,MEDICATION RELATED
515,REFILL
516,LAB RESULTS
517,LAB RESULTS
518,OTHERS
519,QUERIES FROM PHARMACY
520,MEDICATION RELATED
521,NEW APPOINTMENT
522,OTHERS
523,RESCHEDULING
524,NEW APPOINTMENT
525,MEDICATION RELATED
526,REFILL
527,"SHARING OF HEALTH RECORDS (FAX, E-MAIL, ETC.)"
528,PROVIDER
529,NEW APPOINTMENT
530,NEW APPOINTMENT
531,LAB RESULTS
532,"SHARING OF HEALTH RECORDS (FAX, E-MAIL, ETC.)"
533,CHANGE OF PROVIDER
534,"SHARING OF HEALTH RECORDS (FAX, E-MAIL, ETC.)"
535,REFILL
536,OTHERS
537,LAB RESULTS
538,NEW APPOINTMENT
539,NEW APPOINTMENT
540,PROVIDER
541,OTHERS
542,OTHERS
543,MEDICATION RELATED
544,MEDICATION RELATED
545,OTHERS
546,MEDICATION RELATED
547,CHANGE OF PROVIDER
548,CANCELLATION
549,MEDICATION RELATED
550,MEDICATION RELATED
551,QUERIES FROM PHARMACY
552,MEDICATION RELATED
553,NEW APPOINTMENT
554,PROVIDER
555,LAB RESULTS
556,MEDICATION RELATED
557,OTHERS
558,OTHERS
559,PRIOR AUTHORIZATION
560,PROVIDER
561,PROVIDER
562,"SHARING OF HEALTH RECORDS (FAX, E-MAIL, ETC.)"
563,PROVIDER
564,"SHARING OF LAB RECORDS (FAX, E-MAIL, ETC.)"
565,NEW APPOINTMENT
566,MEDICATION RELATED
567,REFILL
568,"SHARING OF HEALTH RECORDS (FAX, E-MAIL, ETC.)"
569,"SHARING OF HEALTH RECORDS (FAX, E-MAIL, ETC.)"
570,NEW APPOINTMENT
571,"SHARING OF HEALTH RECORDS (FAX, E-MAIL, ETC.)"
572,MEDICATION RELATED
573,MEDICATION RELATED
574,QUERIES FROM INSURANCE FIRM
575,NEW APPOINTMENT
576,PROVIDER
577,OTHERS
578,LAB RESULTS
579,LAB RESULTS
580,OTHERS
581,"SHARING OF HEALTH RECORDS (FAX, E-MAIL, ETC.)"
582,NEW APPOINTMENT
583,MEDICATION RELATED
584,PRIOR AUTHORIZATION
585,NEW APPOINTMENT
586,REFILL
587,LAB RESULTS
588,LAB RESULTS
589,LAB RESULTS
590,OTHERS
591,"SHARING OF LAB RECORDS (FAX, E-MAIL, ETC.)"
592,RESCHEDULING
593,REFILL
594,NEW APPOINTMENT
595,NEW APPOINTMENT
596,PRIOR AUTHORIZATION
597,CHANGE OF PROVIDER
598,NEW APPOINTMENT
599,MEDICATION RELATED
600,NEW APPOINTMENT
601,NEW APPOINTMENT
602,PROVIDER
603,REFILL
604,REFILL
605,MEDICATION RELATED
606,OTHERS
607,REFILL
608,REFILL
609,MEDICATION RELATED
610,REFILL
611,PROVIDER
612,"SHARING OF LAB RECORDS (FAX, E-MAIL, ETC.)"
613,NEW APPOINTMENT
614,REFILL
615,"SHARING OF HEALTH RECORDS (FAX, E-MAIL, ETC.)"
616,REFILL
617,OTHERS
618,MEDICATION RELATED
619,NEW APPOINTMENT
620,OTHERS
621,REFILL
622,OTHERS
623,QUERY ON CURRENT APPOINTMENT
624,MEDICATION RELATED
625,REFILL
626,QUERIES FROM PHARMACY
627,MEDICATION RELATED
628,REFILL
629,REFILL
630,MEDICATION RELATED
631,OTHERS
632,NEW APPOINTMENT
633,REFILL
634,REFILL
635,MEDICATION RELATED
636,MEDICATION RELATED
637,QUERY ON CURRENT APPOINTMENT
638,MEDICATION RELATED
639,CHANGE OF PROVIDER
640,OTHERS
641,CANCELLATION
642,OTHERS
643,REFILL
644,QUERIES FROM PHARMACY
645,LAB RESULTS
646,MEDICATION RELATED
647,"SHARING OF HEALTH RECORDS (FAX, E-MAIL, ETC.)"
648,RESCHEDULING
649,MEDICATION RELATED
650,LAB RESULTS
651,"SHARING OF HEALTH RECORDS (FAX, E-MAIL, ETC.)"
652,"SHARING OF HEALTH RECORDS (FAX, E-MAIL, ETC.)"
653,MEDICATION RELATED
654,NEW APPOINTMENT
655,OTHERS
656,MEDICATION RELATED
657,REFILL
658,PROVIDER
659,NEW APPOINTMENT
660,NEW APPOINTMENT
661,RUNNING LATE TO APPOINTMENT
662,OTHERS
663,CHANGE OF PROVIDER
664,RUNNING LATE TO APPOINTMENT
665,"SHARING OF HEALTH RECORDS (FAX, E-MAIL, ETC.)"
666,PROVIDER
667,REFILL
668,"SHARING OF HEALTH RECORDS (FAX, E-MAIL, ETC.)"
669,NEW APPOINTMENT
670,MEDICATION RELATED
671,REFILL
672,REFILL
673,QUERIES FROM PHARMACY
674,REFILL
675,NEW APPOINTMENT
676,CHANGE OF PROVIDER
677,MEDICATION RELATED
678,OTHERS
679,NEW APPOINTMENT
680,RUNNING LATE TO APPOINTMENT
681,OTHERS
682,MEDICATION RELATED
683,REFILL
684,MEDICATION RELATED
685,NEW APPOINTMENT
686,NEW APPOINTMENT
687,REFILL
688,MEDICATION RELATED
689,"SHARING OF HEALTH RECORDS (FAX, E-MAIL, ETC.)"
690,RESCHEDULING
691,OTHERS
692,OTHERS
693,MEDICATION RELATED
694,REFILL
695,OTHERS
696,PROVIDER
697,SYMPTOMS
698,NEW APPOINTMENT
699,"SHARING OF LAB RECORDS (FAX, E-MAIL, ETC.)"
700,"SHARING OF HEALTH RECORDS (FAX, E-MAIL, ETC.)"
701,MEDICATION RELATED
702,OTHERS
703,PROVIDER
704,QUERIES FROM PHARMACY
705,MEDICATION RELATED
706,OTHERS
707,MEDICATION RELATED
708,QUERIES FROM PHARMACY
709,MEDICATION RELATED
710,MEDICATION RELATED
711,NEW APPOINTMENT
712,PROVIDER
713,MEDICATION RELATED
714,NEW APPOINTMENT
715,NEW APPOINTMENT
716,NEW APPOINTMENT
717,PROVIDER
718,NEW APPOINTMENT
719,RESCHEDULING
720,MEDICATION RELATED
721,NEW APPOINTMENT
722,OTHERS
723,RESCHEDULING
724,RESCHEDULING
725,MEDICATION RELATED
726,"SHARING OF HEALTH RECORDS (FAX, E-MAIL, ETC.)"
727,MEDICATION RELATED
728,LAB RESULTS
729,NEW APPOINTMENT
730,REFILL
731,MEDICATION RELATED
732,LAB RESULTS
733,MEDICATION RELATED
734,LAB RESULTS
735,NEW APPOINTMENT
736,QUERY ON CURRENT APPOINTMENT
737,MEDICATION RELATED
738,REFILL
739,MEDICATION RELATED
740,MEDICATION RELATED
741,MEDICATION RELATED
742,MEDICATION RELATED
743,MEDICATION RELATED
744,OTHERS
745,NEW APPOINTMENT
746,REFILL
747,REFILL
748,NEW APPOINTMENT
749,REFILL
750,REFILL
751,MEDICATION RELATED
752,NEW APPOINTMENT
753,MEDICATION RELATED
754,PRIOR AUTHORIZATION
755,OTHERS
756,MEDICATION RELATED
757,NEW APPOINTMENT
758,NEW APPOINTMENT
759,NEW APPOINTMENT
760,MEDICATION RELATED
761,MEDICATION RELATED
762,REFILL
763,OTHERS
764,REFILL
765,"SHARING OF HEALTH RECORDS (FAX, E-MAIL, ETC.)"
766,MEDICATION RELATED
767,NEW APPOINTMENT
768,MEDICATION RELATED
769,MEDICATION RELATED
770,CHANGE OF PROVIDER
771,"SHARING OF HEALTH RECORDS (FAX, E-MAIL, ETC.)"
772,MEDICATION RELATED
773,OTHERS
774,OTHERS
775,NEW APPOINTMENT
776,REFILL
777,MEDICATION RELATED
778,OTHERS
779,MEDICATION RELATED
780,LAB RESULTS
781,NEW APPOINTMENT
782,NEW APPOINTMENT
783,OTHERS
784,NEW APPOINTMENT
785,NEW APPOINTMENT
786,NEW APPOINTMENT
787,MEDICATION RELATED
788,OTHERS
789,MEDICATION RELATED
790,MEDICATION RELATED
791,OTHERS
792,REFILL
793,MEDICATION RELATED
794,OTHERS
795,REFILL
796,REFILL
797,RESCHEDULING
798,RUNNING LATE TO APPOINTMENT
799,LAB RESULTS
800,MEDICATION RELATED
801,OTHERS
802,NEW APPOINTMENT
803,"SHARING OF HEALTH RECORDS (FAX, E-MAIL, ETC.)"
804,PROVIDER
805,MEDICATION RELATED
806,NEW APPOINTMENT
807,OTHERS
808,LAB RESULTS
809,MEDICATION RELATED
810,NEW APPOINTMENT
811,NEW APPOINTMENT
812,"SHARING OF HEALTH RECORDS (FAX, E-MAIL, ETC.)"
813,LAB RESULTS
814,MEDICATION RELATED
815,NEW APPOINTMENT
816,MEDICATION RELATED
817,RESCHEDULING
818,MEDICATION RELATED
819,NEW APPOINTMENT
820,OTHERS
821,REFILL
822,NEW APPOINTMENT
823,PROVIDER
824,REFILL
825,NEW APPOINTMENT
826,MEDICATION RELATED
827,MEDICATION RELATED
828,MEDICATION RELATED
829,REFILL
830,MEDICATION RELATED
831,NEW APPOINTMENT
832,OTHERS
833,MEDICATION RELATED
834,MEDICATION RELATED
835,MEDICATION RELATED
836,NEW APPOINTMENT
837,NEW APPOINTMENT
838,MEDICATION RELATED
839,"SHARING OF LAB RECORDS (FAX, E-MAIL, ETC.)"
840,OTHERS
841,NEW APPOINTMENT
842,"SHARING OF HEALTH RECORDS (FAX, E-MAIL, ETC.)"
843,NEW APPOINTMENT
844,CANCELLATION
845,RESCHEDULING
846,OTHERS
847,MEDICATION RELATED
848,LAB RESULTS
849,NEW APPOINTMENT
850,RUNNING LATE TO APPOINTMENT
851,NEW APPOINTMENT
852,LAB RESULTS
853,CANCELLATION
854,NEW APPOINTMENT
855,PRIOR AUTHORIZATION
856,RUNNING LATE TO APPOINTMENT
857,REFILL
858,REFILL
859,NEW APPOINTMENT
860,MEDICATION RELATED
861,MEDICATION RELATED
862,REFILL
863,"SHARING OF LAB RECORDS (FAX, E-MAIL, ETC.)"
864,REFILL
865,MEDICATION RELATED
866,MEDICATION RELATED
867,MEDICATION RELATED
868,MEDICATION RELATED
869,OTHERS
870,RUNNING LATE TO APPOINTMENT
871,REFILL
872,PROVIDER
873,PROVIDER
874,CANCELLATION
875,NEW APPOINTMENT
876,REFILL
877,MEDICATION RELATED
878,PROVIDER
879,MEDICATION RELATED
880,RUNNING LATE TO APPOINTMENT
881,"SHARING OF HEALTH RECORDS (FAX, E-MAIL, ETC.)"
882,QUERIES FROM PHARMACY
883,NEW APPOINTMENT
884,MEDICATION RELATED
885,"SHARING OF LAB RECORDS (FAX, E-MAIL, ETC.)"
886,OTHERS
887,"SHARING OF HEALTH RECORDS (FAX, E-MAIL, ETC.)"
888,REFILL
889,NEW APPOINTMENT
890,NEW APPOINTMENT
891,QUERIES FROM PHARMACY
892,"SHARING OF LAB RECORDS (FAX, E-MAIL, ETC.)"
893,MEDICATION RELATED
894,PROVIDER
895,NEW APPOINTMENT
896,REFILL
897,REFILL
898,QUERY ON CURRENT APPOINTMENT
899,NEW APPOINTMENT
900,PROVIDER
901,OTHERS
902,MEDICATION RELATED
903,LAB RESULTS
904,MEDICATION RELATED
905,OTHERS
906,NEW APPOINTMENT
907,REFILL
908,OTHERS
909,OTHERS
910,CANCELLATION
911,NEW APPOINTMENT
912,RESCHEDULING
913,NEW APPOINTMENT
914,NEW APPOINTMENT
915,MEDICATION RELATED
916,REFILL
917,OTHERS
918,"SHARING OF HEALTH RECORDS (FAX, E-MAIL, ETC.)"
919,MEDICATION RELATED
920,NEW APPOINTMENT
921,NEW APPOINTMENT
922,"SHARING OF LAB RECORDS (FAX, E-MAIL, ETC.)"
923,CANCELLATION
924,LAB RESULTS
925,MEDICATION RELATED
926,OTHERS
927,MEDICATION RELATED
928,MEDICATION RELATED
929,OTHERS
930,PROVIDER
931,PROVIDER
932,REFILL
933,NEW APPOINTMENT
934,REFILL
935,"SHARING OF HEALTH RECORDS (FAX, E-MAIL, ETC.)"
936,NEW APPOINTMENT
937,MEDICATION RELATED
938,NEW APPOINTMENT
939,QUERIES FROM PHARMACY
940,MEDICATION RELATED
941,OTHERS
942,NEW APPOINTMENT
943,MEDICATION RELATED
944,"SHARING OF HEALTH RECORDS (FAX, E-MAIL, ETC.)"
945,MEDICATION RELATED
946,MEDICATION RELATED
947,QUERIES FROM PHARMACY
948,REFILL
949,OTHERS
950,REFILL
951,MEDICATION RELATED
952,PROVIDER
953,REFILL
954,LAB RESULTS
955,REFILL
956,REFILL
957,RUNNING LATE TO APPOINTMENT
958,OTHERS
959,NEW APPOINTMENT
960,MEDICATION RELATED
961,QUERIES FROM PHARMACY
962,OTHERS
963,REFILL
964,MEDICATION RELATED
965,MEDICATION RELATED
966,NEW APPOINTMENT
967,MEDICATION RELATED
968,MEDICATION RELATED
969,MEDICATION RELATED
970,RESCHEDULING
971,RESCHEDULING
972,OTHERS
973,PRIOR AUTHORIZATION
974,QUERIES FROM PHARMACY
975,"SHARING OF HEALTH RECORDS (FAX, E-MAIL, ETC.)"
976,NEW APPOINTMENT
977,OTHERS
978,CHANGE OF PROVIDER
979,REFILL
980,MEDICATION RELATED
981,MEDICATION RELATED
982,NEW APPOINTMENT
983,PRIOR AUTHORIZATION
984,MEDICATION RELATED
985,"SHARING OF HEALTH RECORDS (FAX, E-MAIL, ETC.)"
986,MEDICATION RELATED
987,"SHARING OF HEALTH RECORDS (FAX, E-MAIL, ETC.)"
988,OTHERS
989,"SHARING OF LAB RECORDS (FAX, E-MAIL, ETC.)"
990,QUERIES FROM PHARMACY
991,MEDICATION RELATED
992,NEW APPOINTMENT
993,QUERIES FROM INSURANCE FIRM
994,MEDICATION RELATED
995,OTHERS
996,REFILL
997,NEW APPOINTMENT
998,"SHARING OF HEALTH RECORDS (FAX, E-MAIL, ETC.)"
999,MEDICATION RELATED
1000,"SHARING OF HEALTH RECORDS (FAX, E-MAIL, ETC.)"
1001,NEW APPOINTMENT
1002,NEW APPOINTMENT
1003,"SHARING OF HEALTH RECORDS (FAX, E-MAIL, ETC.)"
1004,OTHERS
1005,LAB RESULTS
1006,REFILL
1007,MEDICATION RELATED
1008,REFILL
1009,OTHERS
1010,OTHERS
1011,REFILL
1012,REFILL
1013,REFILL
1014,NEW APPOINTMENT
1015,OTHERS
1016,MEDICATION RELATED
1017,REFILL
1018,NEW APPOINTMENT
